product_id,product_name,brand,final_price,initial_price,discount,review_count,rating,category_name,root_category_name,available_for_delivery,available_for_pickup
173530386,Laura Mercier Caviar Stick Eye Color Sugar Frost 1.64g/0.05oz,Laura Mercier,22.9,28.814999999999998,11.002,6,4,Eye Shadow Stick,Beauty,True,False
430528189,"Exultantex Grey Blackout Curtains for Living Room,Pom Pom Thermal Window Curtains,50""W x 95""L, 2 Panels, Rod Pocket",Exultantex,47.9,70.8,22.92,58,4.6,Blackout Curtains,Home,True,False
6013308220,Jessica London Women's Plus Size Stretch Knit V-Neck Swing Tunic,Jessica London,33.2,37.99,4.75,2,5,Plus Size Tops,Clothing,True,False
161657830,100% Cotton King Percale Duvet Set (3 Piece) Blue Distress Tile Print by Simply Put,Simply Put,50.0,71.99,22.0,101,4.7,King Duvet Covers,Home,True,False
5397071399,Disney Boys Graphic Tee Donald Duck Short Sleeves T-Shirt Top Summer Outfits Clothes Sizes 3-10T,Disney,13.0,29.0,16.01,15,4.4,Boys Outfit Sets,Clothing,True,False
512809025,Women's Vanity Fair 75201 Nearly Invisible Full Coverage Underwire Bra (Black 40C),Vanity Fair,28.0,40.0,12.0,95,4.4,Underwire Bras,Clothing,True,False
2749504314,IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Green Leaves,Ibtom Castle,20.0,31.99,12.0,12,4.3,Womens One-piece Swimsuits,Clothing,True,False
5184785010,a.Jesdani Women's Cardigan Classic Casual Lightweight Knit Cardigan Sweaters S-XXL,a.Jesdani,23.0,25.99,3.0,336,4.2,Womens Workwear Sweaters,Clothing,True,False
5164703747,"4th of July Womens Lounger Sleepshirt by Way To Celebrate, Sizes S to 3X",Way To Celebrate,6.09,11.98,5.89,203,4.7,Womens Nightshirts & Gowns,Clothing,True,False
5155961106,"Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Large)",Vulcanodon,25.0,37.99,13.0,68,4.6,Mens Pajama Sets,Clothing,True,False
908232424,"Grande Cosmetics GrandeLash MD Eyelash Formula, 2mL (New Packaging)",Grande Cosmetics,37.0,68.0,31.02,6356,4.6,Eyelash Enhancer,Beauty,True,False
904020893,nuLOOM Vintage Erline Area Rug,nuLOOM,46.5,56.2,9.71,49,4.7,Floor Decor,Home,True,False
17245067,Georgia Giant Work Boot Size 10.5(W),Georgia Boot,123.0,178.53,55.53,242,4.5,Mens Wide Shoes,Clothing,True,False
2363655537,Amay 800 Thread Count 100% Organic Cotton Short Queen Size 1PC Flat Sheet (90x102 ) Pink Striped,Amay's,49.5,55.0,5.5,8,5,Colored Sheets,Home,True,False
5702032013,"Hard Tail Women's French Terry Sweatshirt and Pant Set, 2-Piece, Sizes S-3X",Hard Tail,44.9,59.88,15.0,11,4.2,Womens Two Piece Sets,Clothing,True,False
